emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,target,loan_to_income,credit_history_years,annual_income_missing
3.0,RENT,58000.0,Source Verified,21.19,,,,1,7.0,2002,0,46,25,118674,101390,0,0,,0,0,17,4,,25,0.0,0,4,39400,12,8,4,0,95.1,0,0,debt_consolidation,individual,12000,60,26.3,361.42,E,E5,Feb-2018,Fully Paid,fractional,Cash,0,0.20689655172413793,16,0
8.0,MORTGAGE,280000.0,Source Verified,7.35,,,,0,999.0,2000,2,30,12,836703,33648,0,0,,0,0,1,4,11.0,12,0.0,0,1,131800,18,9,2,1,100.0,0,0,medical,individual,40000,36,5.31,1204.42,A,A1,Mar-2018,Fully Paid,fractional,Cash,0,0.14285714285714285,18,0
5.0,OWN,74000.0,Verified,12.84,,,,0,999.0,2007,3,24,11,266678,69397,0,1,,0,0,2,8,5.0,11,0.0,0,2,6300,9,7,5,1,100.0,0,1,debt_consolidation,individual,20000,60,26.77,607.97,E,E5,Feb-2018,Fully Paid,whole,Cash,0,0.2702702702702703,11,0
6.0,RENT,63500.0,Source Verified,1.08,,,,0,999.0,2007,0,11,3,6800,4941,0,0,,0,179,1,0,14.0,3,0.0,0,0,1300,7,2,0,1,90.9,0,0,debt_consolidation,individual,2500,36,11.98,83.02,B,B5,Mar-2018,Fully Paid,fractional,Cash,0,0.03937007874015748,11,0
10.0,MORTGAGE,105000.0,Verified,32.69,,,,0,47.0,2001,2,26,18,429542,99071,0,0,47.0,0,0,5,6,4.0,18,0.0,0,11,49400,16,12,11,3,80.8,0,0,debt_consolidation,individual,25000,60,30.79,821.01,G,G1,Jan-2018,Fully Paid,whole,Cash,0,0.23809523809523808,17,0
10.0,MORTGAGE,50000.0,Verified,2.38,109800.0,Verified,19.28,0,999.0,2002,3,13,5,172009,5860,0,0,,0,0,1,4,6.0,5,0.0,0,1,10000,7,3,1,1,100.0,0,0,debt_consolidation,joint,40000,60,13.58,922.05,C,C2,Mar-2018,Fully Paid,whole,Cash,0,0.8,16,0
2.0,MORTGAGE,40000.0,Verified,29.67,,,,1,4.0,2011,3,19,12,228393,29858,0,0,,0,0,2,5,4.0,12,0.0,0,3,19800,12,9,5,2,94.7,0,0,vacation,individual,6500,36,15.05,225.49,C,C4,Jan-2018,Fully Paid,fractional,Cash,0,0.1625,7,0
10.0,RENT,58000.0,Source Verified,13.64,113000.0,Source Verified,8.98,0,999.0,2013,0,7,5,40240,23016,0,1,,0,713,1,0,,5,0.0,0,1,1900,4,4,4,0,100.0,0,1,other,joint,5000,36,7.34,155.17,A,A4,Mar-2018,Fully Paid,whole,Cash,0,0.08620689655172414,5,0
7.0,OWN,27000.0,Not Verified,23.87,,,,0,999.0,2005,0,27,17,42183,25237,0,0,,0,0,11,0,,17,0.0,0,3,10100,13,6,3,0,100.0,0,0,debt_consolidation,individual,7200,36,13.59,244.65,C,C2,Feb-2018,Fully Paid,whole,Cash,0,0.26666666666666666,13,0
10.0,RENT,48000.0,Source Verified,8.98,,,,1,13.0,1996,2,37,9,27634,11004,0,0,,0,405,3,4,2.0,9,0.0,0,2,8000,28,5,2,1,89.2,0,0,debt_consolidation,individual,18000,36,20.0,668.95,D,D4,Jan-2018,Fully Paid,fractional,Cash,0,0.375,22,0
10.0,MORTGAGE,89000.0,Source Verified,18.42,,,,0,999.0,2002,3,23,12,73486,47743,0,0,,0,0,4,14,1.0,12,0.0,0,3,8500,11,8,4,1,100.0,0,0,debt_consolidation,individual,40000,60,15.05,952.65,C,C4,Feb-2018,Fully Paid,whole,Cash,0,0.449438202247191,16,0
3.0,OWN,281125.0,Verified,7.15,,,,0,999.0,1979,0,26,11,1627460,98339,0,0,,0,156,2,4,15.0,11,0.0,0,5,148000,14,8,5,1,100.0,0,0,credit_card,individual,35000,36,6.72,1076.23,A,A3,Jan-2018,Fully Paid,fractional,Cash,0,0.12449977767896843,39,0
0.0,RENT,80000.0,Verified,27.86,,,,0,999.0,1985,7,23,8,124667,109716,0,0,,0,0,3,4,0.0,8,,0,4,13900,7,5,5,0,100.0,0,0,debt_consolidation,individual,13200,60,23.88,378.82,E,E2,Feb-2018,Fully Paid,whole,Cash,0,0.165,33,0
9.0,MORTGAGE,87120.0,Source Verified,17.48,,,,0,43.0,2002,1,10,5,109400,58817,0,0,43.0,0,0,2,2,0.0,5,0.0,0,2,20000,6,3,2,0,70.0,0,0,debt_consolidation,individual,30000,60,15.05,714.49,C,C4,Feb-2018,Fully Paid,whole,Cash,0,0.3443526170798898,16,0
10.0,RENT,56000.0,Not Verified,15.71,,,,0,35.0,2006,0,16,9,26598,19444,0,1,,0,0,1,2,13.0,9,0.0,0,3,8800,13,8,5,0,100.0,0,1,other,individual,3000,36,20.0,111.5,D,D4,Jan-2018,Fully Paid,fractional,Cash,0,0.05357142857142857,12,0
,MORTGAGE,37020.0,Not Verified,10.24,,,,0,999.0,2006,3,17,9,37900,9181,0,0,,0,0,1,3,4.0,9,0.0,0,4,17300,12,8,6,2,100.0,0,0,car,individual,3600,36,10.91,117.71,B,B4,Feb-2018,Fully Paid,whole,Cash,0,0.09724473257698542,12,0
1.0,RENT,50000.0,Not Verified,18.07,,,,0,999.0,2012,1,20,10,81361,40609,0,0,,0,0,1,7,11.0,10,0.0,0,8,52100,16,9,8,0,100.0,0,0,debt_consolidation,individual,20000,36,9.44,640.1,B,B1,Jan-2018,Fully Paid,fractional,Cash,0,0.4,6,0
,MORTGAGE,50000.0,Verified,59.68,170000.0,Verified,39.79,2,22.0,1984,0,39,21,329268,86113,0,0,,0,0,1,2,16.0,21,0.0,0,5,73000,30,19,8,3,94.9,0,0,debt_consolidation,joint,15000,36,13.59,509.69,C,C2,Jan-2018,Fully Paid,whole,Cash,0,0.3,34,0
1.0,RENT,200000.0,Source Verified,11.04,,,,0,999.0,2010,5,12,10,127412,74590,0,0,,0,0,2,6,6.0,10,0.0,0,4,40500,8,8,7,1,100.0,0,0,major_purchase,individual,30000,60,15.04,714.33,C,C4,Mar-2018,Fully Paid,whole,Cash,0,0.15,8,0
,MORTGAGE,56000.0,Source Verified,25.7,121000.0,Source Verified,13.15,0,999.0,1984,14,61,12,403029,63493,0,1,,0,0,2,9,2.0,12,0.0,0,3,7700,21,8,5,4,100.0,0,1,home_improvement,joint,14000,36,9.44,448.07,B,B1,Feb-2018,Fully Paid,whole,Cash,0,0.25,34,0
10.0,OWN,95000.0,Not Verified,17.69,,,,0,999.0,2007,4,34,12,153376,85445,0,0,,0,0,3,7,1.0,12,0.0,0,2,64300,17,9,3,1,100.0,0,0,car,individual,3500,36,6.08,106.61,A,A2,Feb-2018,Fully Paid,whole,Cash,0,0.03684210526315789,11,0
3.0,MORTGAGE,135000.0,Verified,20.24,,,,0,38.0,2001,3,59,10,389217,204932,0,0,69.0,0,0,3,9,5.0,10,0.0,0,1,2000,17,5,1,4,94.7,0,0,medical,individual,16000,60,14.08,372.96,C,C3,Feb-2018,Fully Paid,whole,Cash,0,0.11851851851851852,17,0
10.0,MORTGAGE,155000.0,Source Verified,2.01,,,,0,999.0,2000,2,33,17,544500,22747,0,0,,0,0,0,2,2.0,17,0.0,0,2,168800,23,15,2,4,100.0,0,0,house,individual,40000,36,6.08,1218.33,A,A2,Jan-2018,Fully Paid,whole,Cash,0,0.25806451612903225,18,0
2.0,RENT,52000.0,Verified,9.55,,,,0,26.0,2012,1,15,10,36949,15406,0,0,,0,217,1,4,10.0,10,0.0,0,4,23900,14,9,4,0,93.3,0,0,debt_consolidation,individual,23625,36,21.45,895.55,D,D5,Jan-2018,Fully Paid,whole,Cash,0,0.4543269230769231,6,0
6.0,MORTGAGE,46000.0,Not Verified,18.18,,,,1,6.0,2005,0,21,10,45200,14718,0,0,,0,0,2,3,16.0,10,0.0,0,3,19700,18,8,7,1,95.2,0,0,debt_consolidation,individual,9000,36,12.61,301.56,C,C1,Mar-2018,Fully Paid,fractional,Cash,0,0.1956521739130435,13,0
,RENT,82000.0,Source Verified,6.2,,,,0,48.0,1982,3,24,12,19522,14910,0,1,,0,107,2,7,4.0,12,0.0,0,5,11800,15,8,6,1,95.7,0,1,debt_consolidation,individual,24000,60,20.0,635.86,D,D4,Jan-2018,Fully Paid,whole,Cash,0,0.2926829268292683,36,0
3.0,MORTGAGE,50000.0,Verified,13.79,,,,0,999.0,2013,3,15,13,220796,17446,0,0,,0,0,1,6,9.0,13,0.0,0,4,6300,12,11,6,1,100.0,0,0,debt_consolidation,individual,5000,36,10.91,163.49,B,B4,Jan-2018,Fully Paid,fractional,Cash,0,0.1,5,0
10.0,RENT,68000.0,Source Verified,16.11,,,,0,57.0,2004,0,16,4,96017,75964,0,0,,0,0,3,2,,4,0.0,0,0,0,6,1,0,1,87.5,0,0,other,individual,10000,60,11.98,222.35,B,B5,Mar-2018,Fully Paid,whole,Cash,0,0.14705882352941177,14,0
10.0,RENT,55000.0,Verified,28.5,,,,0,999.0,2005,1,33,4,77024,51682,0,0,,0,0,3,6,5.0,4,0.0,0,0,15000,8,1,0,0,100.0,0,0,other,individual,24875,60,24.85,727.93,E,E3,Jan-2018,Fully Paid,whole,Cash,0,0.45227272727272727,13,0
10.0,MORTGAGE,50000.0,Verified,59.29,118000.0,Verified,33.85,0,999.0,1990,0,35,21,375828,87934,0,0,,0,0,6,3,14.0,21,0.0,0,8,51300,17,13,11,2,100.0,0,0,debt_consolidation,joint,40000,60,20.0,1059.76,D,D4,Jan-2018,Fully Paid,whole,Cash,0,0.8,28,0
10.0,RENT,45000.0,Not Verified,14.37,,,,4,12.0,2003,2,41,13,42538,29513,0,0,12.0,0,0,1,4,5.0,13,0.0,0,2,4400,24,12,8,2,77.8,0,0,debt_consolidation,individual,3000,36,16.01,105.49,C,C5,Mar-2018,Fully Paid,whole,Cash,0,0.06666666666666667,15,0
4.0,MORTGAGE,40825.0,Verified,6.7,,,,0,30.0,2010,7,20,7,267513,7705,0,0,,0,0,0,7,3.0,7,0.0,0,2,16100,10,6,2,5,95.0,0,0,debt_consolidation,individual,15000,60,20.0,397.41,D,D4,Jan-2018,Fully Paid,whole,Cash,0,0.3674219228413962,8,0
7.0,MORTGAGE,60000.0,Source Verified,26.0,,,,0,999.0,1997,7,40,16,80053,48604,0,0,,0,0,5,8,3.0,16,0.0,0,3,7900,11,11,7,1,100.0,0,0,other,individual,8000,36,21.45,303.26,D,D5,Jan-2018,Fully Paid,whole,Cash,0,0.13333333333333333,21,0
0.0,MORTGAGE,39000.0,Verified,1.29,,,,0,999.0,2006,5,10,5,88128,1407,0,0,,0,0,0,6,2.0,5,0.0,0,2,5300,9,4,2,1,100.0,0,0,debt_consolidation,individual,5000,36,16.01,175.81,C,C5,Mar-2018,Fully Paid,fractional,Cash,0,0.1282051282051282,12,0
10.0,OWN,48000.0,Source Verified,26.4,,,,0,999.0,2012,0,12,7,59731,41867,0,1,,0,0,1,6,17.0,7,0.0,0,3,19200,6,6,4,0,100.0,0,1,credit_card,individual,10000,36,12.62,335.12,C,C1,Jan-2018,Fully Paid,fractional,Cash,0,0.20833333333333334,6,0
5.0,MORTGAGE,120000.0,Not Verified,12.99,,,,0,999.0,2009,8,40,16,298232,105006,0,0,,0,0,9,6,3.0,16,0.0,0,1,9000,10,6,4,1,100.0,0,0,credit_card,individual,6750,36,7.96,211.4,A,A5,Mar-2018,Fully Paid,fractional,Cash,0,0.05625,9,0
5.0,MORTGAGE,125000.0,Source Verified,22.6,,,,0,999.0,2000,1,38,12,420539,90792,0,0,,0,0,5,6,12.0,12,0.0,0,2,82300,17,6,2,5,100.0,0,0,debt_consolidation,individual,30000,60,16.02,729.87,C,C5,Jan-2018,Fully Paid,whole,Cash,0,0.24,18,0
,MORTGAGE,14928.0,Verified,11.58,,,,0,999.0,1998,1,11,6,114672,705,0,1,,0,0,0,4,6.0,6,0.0,0,1,2300,7,5,4,2,100.0,0,1,debt_consolidation,individual,4600,36,19.42,169.6,D,D3,Mar-2018,Fully Paid,whole,Cash,0,0.30814576634512325,20,0
1.0,OWN,93844.0,Not Verified,24.54,,,,0,75.0,2004,3,66,20,315880,198889,0,0,77.0,0,722,9,5,1.0,20,0.0,0,2,1000,20,10,4,5,96.6,0,0,home_improvement,individual,16000,60,19.42,418.76,D,D3,Mar-2018,Fully Paid,whole,Cash,0,0.17049571629512808,14,0
2.0,MORTGAGE,83000.0,Verified,10.57,100256.0,Verified,10.55,0,999.0,1993,7,30,5,210025,18170,0,0,,0,0,1,2,1.0,5,0.0,0,2,12500,14,3,2,7,100.0,0,0,medical,joint,7000,36,6.71,215.22,A,A3,Mar-2018,Fully Paid,whole,Cash,0,0.08433734939759036,25,0
10.0,RENT,60000.0,Source Verified,19.56,,,,0,25.0,2006,2,13,7,45504,39285,0,0,25.0,0,0,2,4,6.0,7,0.0,0,2,12800,9,5,5,0,84.6,0,0,credit_card,individual,9600,36,21.85,365.89,D,D5,Feb-2018,Fully Paid,fractional,Cash,0,0.16,12,0
2.0,MORTGAGE,75000.0,Source Verified,18.42,,,,0,999.0,2007,0,25,10,57830,20372,0,1,,0,0,2,8,16.0,10,0.0,0,4,15600,10,8,5,0,100.0,0,1,home_improvement,individual,3000,36,9.93,96.71,B,B2,Feb-2018,Fully Paid,whole,Cash,0,0.04,11,0
10.0,MORTGAGE,51000.0,Verified,33.6,,,,0,72.0,2005,3,32,11,329516,57989,0,1,72.0,0,0,3,4,3.0,11,0.0,0,2,10000,17,7,4,2,96.4,0,1,debt_consolidation,individual,15400,36,17.09,549.75,D,D1,Feb-2018,Fully Paid,fractional,DirectPay,0,0.30196078431372547,13,0
0.0,RENT,54500.0,Source Verified,32.44,,,,0,999.0,2001,0,18,5,110574,75221,0,0,,0,0,2,0,16.0,5,0.0,0,2,26400,11,3,2,0,100.0,0,0,other,individual,15000,60,11.98,333.52,B,B5,Mar-2018,Fully Paid,whole,Cash,0,0.27522935779816515,17,0
3.0,RENT,80000.0,Source Verified,6.41,220000.0,Not Verified,5.05,0,30.0,2009,1,26,13,41072,41012,0,0,30.0,0,177,11,1,11.0,13,0.0,0,2,7500,2,2,2,0,57.7,0,0,major_purchase,joint,9000,36,10.91,294.27,B,B4,Jan-2018,Fully Paid,whole,Cash,0,0.1125,9,0
,MORTGAGE,25000.0,Verified,47.91,81650.0,Verified,15.62,0,999.0,2004,3,40,16,251634,44538,0,0,,0,0,1,5,8.0,16,0.0,0,5,54600,25,14,7,2,100.0,0,0,debt_consolidation,joint,17275,36,7.35,536.18,A,A4,Jan-2018,Fully Paid,whole,Cash,0,0.691,14,0
2.0,RENT,103000.0,Not Verified,18.93,163000.0,Not Verified,23.8,0,999.0,2006,1,10,9,90469,74180,0,0,,0,0,2,4,7.0,9,0.0,0,3,40000,8,7,4,0,100.0,0,0,vacation,joint,8000,36,16.01,281.3,C,C5,Mar-2018,Fully Paid,fractional,Cash,0,0.07766990291262135,12,0
,OWN,50000.0,Not Verified,1.97,,,,0,51.0,1996,0,16,6,7800,2244,0,0,57.0,0,296,0,5,24.0,6,0.0,0,3,7500,15,6,3,0,87.5,0,0,credit_card,individual,15000,60,21.45,409.61,D,D5,Jan-2018,Fully Paid,whole,Cash,0,0.3,22,0
6.0,OWN,45000.0,Not Verified,16.51,,,,1,19.0,2007,2,23,8,131838,38274,0,0,,0,0,1,6,8.0,8,0.0,0,1,26100,14,6,2,4,91.3,0,0,home_improvement,individual,6000,36,13.59,203.88,C,C2,Jan-2018,Fully Paid,fractional,Cash,0,0.13333333333333333,11,0
3.0,RENT,94000.0,Not Verified,26.72,,,,0,999.0,2000,2,40,23,190575,122434,0,0,,0,0,4,5,8.0,23,0.0,0,11,81400,22,18,15,0,100.0,0,0,debt_consolidation,individual,25000,60,12.62,563.98,C,C1,Jan-2018,Fully Paid,whole,Cash,0,0.26595744680851063,18,0
9.0,RENT,450000.0,Verified,15.92,,,,1,6.0,1996,4,29,13,249425,200445,0,0,,0,0,5,5,7.0,13,0.0,0,4,63000,13,6,5,2,78.6,0,0,debt_consolidation,individual,20175,36,15.04,699.77,C,C4,Mar-2018,Fully Paid,whole,Cash,0,0.044833333333333336,22,0
10.0,MORTGAGE,117000.0,Not Verified,13.34,177000.0,Not Verified,8.82,0,999.0,2003,3,27,6,382481,73262,0,0,,0,0,2,5,3.0,6,0.0,0,1,29000,11,3,1,6,100.0,0,0,home_improvement,joint,9000,36,7.97,281.91,A,A5,Feb-2018,Fully Paid,whole,Cash,0,0.07692307692307693,15,0
10.0,RENT,67800.0,Not Verified,16.34,,,,2,19.0,1983,1,80,32,75066,58898,0,0,28.0,0,0,11,2,5.0,32,0.0,0,8,23600,33,19,11,0,70.0,0,0,debt_consolidation,individual,21000,36,10.42,681.76,B,B3,Jan-2018,Fully Paid,fractional,Cash,0,0.30973451327433627,35,0
4.0,MORTGAGE,103500.0,Verified,31.29,,,,0,999.0,2004,1,24,7,469223,109777,0,0,,0,0,1,2,4.0,7,0.0,0,4,58300,12,5,5,1,100.0,0,0,debt_consolidation,individual,8500,36,18.45,309.22,D,D2,Mar-2018,Fully Paid,whole,Cash,0,0.0821256038647343,14,0
10.0,RENT,200000.0,Verified,20.18,,,,1,2.0,1983,0,29,21,428105,334296,0,0,,0,0,10,3,15.0,21,0.0,0,7,52700,13,9,7,1,96.4,0,0,debt_consolidation,individual,13000,36,12.62,435.65,C,C1,Jan-2018,Fully Paid,whole,Cash,0,0.065,35,0
10.0,MORTGAGE,52000.0,Not Verified,21.83,117000.0,Not Verified,12.72,0,999.0,2004,0,32,9,484431,61899,0,0,,0,0,2,8,13.0,9,0.0,0,3,52500,22,6,5,4,100.0,0,0,debt_consolidation,joint,12000,60,7.35,239.61,A,A4,Jan-2018,Fully Paid,fractional,Cash,0,0.23076923076923078,14,0
5.0,MORTGAGE,115000.0,Not Verified,23.28,,,,0,44.0,2002,4,44,13,186713,163265,0,0,,0,0,4,8,9.0,13,0.0,0,4,15200,20,9,7,3,97.7,0,0,credit_card,individual,20000,36,6.07,609.08,A,A2,Feb-2018,Fully Paid,whole,DirectPay,0,0.17391304347826086,16,0
10.0,OWN,42000.0,Verified,8.94,127000.0,Verified,8.75,2,10.0,2000,1,13,8,429300,9266,0,0,,0,0,0,5,10.0,8,0.0,0,4,11200,9,7,5,2,76.9,0,0,credit_card,joint,36000,60,17.47,903.82,D,D1,Mar-2018,Fully Paid,whole,Cash,0,0.8571428571428571,18,0
6.0,MORTGAGE,120000.0,Source Verified,4.32,,,,0,28.0,1978,5,6,5,301100,20814,0,0,,0,0,0,3,0.0,5,0.0,0,3,19300,4,4,4,2,83.3,0,0,major_purchase,individual,40000,60,15.04,952.44,C,C4,Feb-2018,Fully Paid,whole,Cash,0,0.3333333333333333,40,0
2.0,RENT,47500.0,Source Verified,32.88,,,,0,999.0,1998,2,57,27,200526,123747,0,0,,0,0,5,9,8.0,27,0.0,0,4,74900,41,22,4,0,100.0,0,0,debt_consolidation,individual,9800,36,9.44,313.65,B,B1,Feb-2018,Fully Paid,whole,Cash,0,0.2063157894736842,20,0
0.0,OWN,100000.0,Not Verified,18.79,,,,0,999.0,2007,3,24,15,470538,61065,0,1,,0,0,3,6,2.0,15,0.0,0,4,39800,14,11,7,1,100.0,0,1,debt_consolidation,individual,16000,60,11.98,355.75,B,B5,Mar-2018,Fully Paid,whole,Cash,0,0.16,11,0
,RENT,50000.0,Not Verified,29.53,,,,0,29.0,2006,2,44,11,243414,59680,0,0,29.0,0,0,2,7,3.0,11,0.0,0,5,33000,26,8,5,2,97.6,0,0,major_purchase,individual,12000,60,11.98,266.82,B,B5,Feb-2018,Fully Paid,whole,Cash,0,0.24,12,0
7.0,MORTGAGE,118000.0,Source Verified,9.34,,,,0,63.0,1990,1,31,7,408718,30064,0,0,,0,0,2,4,11.0,7,0.0,0,0,0,20,4,2,5,87.1,0,0,debt_consolidation,individual,7000,36,10.91,228.88,B,B4,Jan-2018,Fully Paid,fractional,Cash,0,0.059322033898305086,28,0
10.0,MORTGAGE,72000.0,Verified,16.17,,,,0,999.0,2014,2,11,9,342736,33598,0,0,,0,0,1,6,11.0,9,0.0,0,6,31500,7,6,6,1,100.0,0,0,debt_consolidation,individual,19500,36,16.02,685.76,C,C5,Feb-2018,Fully Paid,whole,Cash,0,0.2708333333333333,4,0
10.0,MORTGAGE,62400.0,Verified,16.92,88800.0,Not Verified,21.24,1,18.0,2003,2,9,7,155207,24698,0,0,18.0,0,0,2,2,0.0,7,0.0,0,2,4500,4,4,3,1,88.9,0,0,home_improvement,joint,10000,36,18.45,363.79,D,D2,Mar-2018,Fully Paid,whole,Cash,0,0.16025641025641027,15,0
0.0,MORTGAGE,100000.0,Not Verified,18.7,175000.0,Not Verified,19.56,1,12.0,2001,4,23,7,232943,70831,0,0,,0,568,3,3,3.0,7,0.0,0,3,7300,9,3,3,2,100.0,0,0,debt_consolidation,joint,15600,36,14.07,533.71,C,C3,Mar-2018,Fully Paid,fractional,Cash,0,0.156,17,0
1.0,RENT,50000.0,Source Verified,8.55,,,,1,4.0,2013,2,21,16,43167,9749,0,0,,0,0,1,7,5.0,16,0.0,0,4,24000,20,15,6,0,95.2,0,0,other,individual,1800,36,10.91,58.86,B,B4,Jan-2018,Fully Paid,whole,Cash,0,0.036,5,0
1.0,MORTGAGE,66500.0,Not Verified,24.11,,,,1,11.0,2005,1,18,8,202513,69485,2,0,11.0,0,0,3,4,5.0,8,0.0,0,3,29000,6,4,3,2,83.3,0,0,credit_card,individual,25000,60,26.3,752.96,E,E5,Jan-2018,Fully Paid,whole,Cash,0,0.37593984962406013,13,0
0.0,MORTGAGE,50000.0,Not Verified,21.4,,,,0,999.0,2005,3,27,10,207032,21711,0,0,,0,497,3,3,2.0,10,0.0,0,1,24600,17,6,1,2,100.0,0,0,debt_consolidation,individual,2500,36,5.32,75.29,A,A1,Jan-2018,Fully Paid,whole,Cash,0,0.05,13,0
0.0,MORTGAGE,110000.0,Source Verified,11.99,,,,0,25.0,1999,2,29,9,407900,58457,0,0,,0,0,0,5,9.0,9,0.0,0,2,42000,17,8,4,7,96.6,0,0,debt_consolidation,individual,35000,36,11.99,1162.34,B,B5,Jan-2018,Fully Paid,fractional,Cash,0,0.3181818181818182,19,0
5.0,RENT,37000.0,Source Verified,22.61,,,,0,58.0,2007,4,6,4,40502,36878,0,0,58.0,0,0,1,5,4.0,4,0.0,0,1,1900,4,3,2,0,83.3,0,0,other,individual,4000,36,18.06,144.74,D,D2,Feb-2018,Fully Paid,whole,Cash,0,0.10810810810810811,11,0
6.0,MORTGAGE,150000.0,Not Verified,14.07,,,,0,999.0,2001,0,47,14,142476,116797,0,0,,0,0,5,9,21.0,14,0.0,0,2,10500,27,9,8,0,100.0,0,0,credit_card,individual,20000,36,14.07,684.24,C,C3,Mar-2018,Fully Paid,whole,DirectPay,0,0.13333333333333333,17,0
2.0,MORTGAGE,35000.0,Source Verified,14.37,164000.0,Not Verified,10.52,0,999.0,2007,0,18,6,176860,17219,0,0,,0,0,1,2,,6,0.0,0,1,3600,7,4,1,4,100.0,0,0,debt_consolidation,joint,27000,60,11.99,600.47,B,B5,Jan-2018,Fully Paid,whole,Cash,0,0.7714285714285715,11,0
3.0,RENT,75000.0,Not Verified,13.78,,,,1,13.0,2003,2,50,15,94858,88464,0,0,62.0,0,0,4,4,2.0,15,0.0,0,6,9100,29,11,9,0,80.0,0,0,credit_card,individual,5000,36,13.59,169.9,C,C2,Jan-2018,Fully Paid,fractional,Cash,0,0.06666666666666667,15,0
1.0,OWN,101000.0,Not Verified,10.69,,,,0,46.0,1993,0,31,14,391595,47930,0,0,,0,0,4,5,16.0,14,0.0,0,1,88300,14,9,2,6,96.8,0,0,other,individual,3100,36,5.31,93.35,A,A1,Mar-2018,Fully Paid,whole,Cash,0,0.030693069306930693,25,0
10.0,MORTGAGE,60000.0,Source Verified,19.42,,,,0,999.0,1996,3,48,19,207802,135723,0,0,,0,0,2,3,2.0,18,0.0,0,6,42000,19,16,7,1,100.0,0,0,debt_consolidation,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Fully Paid,fractional,Cash,0,0.16666666666666666,22,0
3.0,MORTGAGE,180000.0,Source Verified,12.76,,,,0,56.0,1988,2,34,12,947846,72104,0,0,,0,0,2,4,3.0,12,0.0,0,5,63000,27,7,5,2,88.2,0,0,debt_consolidation,individual,10000,36,26.77,407.02,E,E5,Mar-2018,Fully Paid,fractional,Cash,0,0.05555555555555555,30,0
10.0,RENT,130800.0,Not Verified,14.47,,,,0,999.0,1994,1,24,11,81825,50561,0,0,,0,0,2,2,11.0,11,0.0,0,5,21300,19,9,8,0,100.0,0,0,debt_consolidation,individual,20000,36,11.99,664.2,B,B5,Jan-2018,Fully Paid,whole,Cash,0,0.1529051987767584,24,0
2.0,MORTGAGE,48589.0,Verified,21.19,,,,1,24.0,1991,3,45,17,152404,17428,0,1,32.0,0,0,4,14,4.0,17,,0,7,9850,30,12,10,2,89.0,0,1,debt_consolidation,individual,12000,36,24.85,476.17,E,E3,Jan-2018,Fully Paid,fractional,Cash,0,0.24696947868859206,27,0
10.0,MORTGAGE,75000.0,Not Verified,22.26,,,,0,31.0,2000,0,16,8,459100,105225,0,0,31.0,0,0,1,1,,8,0.0,0,2,13300,10,6,6,3,93.8,0,0,other,individual,3000,36,19.03,110.02,D,D3,Jan-2018,Fully Paid,fractional,Cash,0,0.04,18,0
,MORTGAGE,47000.0,Source Verified,12.67,,,,0,999.0,2006,0,11,6,183614,3633,0,0,,0,0,0,3,16.0,6,,0,3,3450,7,5,5,4,100.0,0,0,debt_consolidation,individual,3000,36,13.59,101.94,C,C2,Jan-2018,Fully Paid,whole,Cash,0,0.06382978723404255,12,0
,MORTGAGE,59000.0,Source Verified,30.88,109000.0,Source Verified,24.4,1,19.0,2001,9,53,11,84944,76861,0,0,19.0,0,0,2,13,3.0,11,0.0,0,2,4000,16,9,6,0,96.1,0,0,debt_consolidation,joint,32000,36,15.05,1110.08,C,C4,Feb-2018,Fully Paid,whole,Cash,0,0.5423728813559322,17,0
10.0,MORTGAGE,45000.0,Source Verified,28.45,,,,0,38.0,2005,0,18,7,174642,49575,0,0,,0,0,2,3,17.0,7,0.0,0,3,33700,5,3,3,5,88.9,0,0,debt_consolidation,individual,12000,60,11.98,266.82,B,B5,Mar-2018,Fully Paid,whole,Cash,0,0.26666666666666666,13,0
2.0,MORTGAGE,98000.0,Verified,31.73,,,,0,999.0,1998,3,28,15,319551,108496,0,0,,0,0,5,2,9.0,15,0.0,0,5,39000,10,9,6,3,100.0,0,0,credit_card,individual,29400,60,24.85,860.35,E,E3,Jan-2018,Fully Paid,whole,Cash,0,0.3,20,0
3.0,MORTGAGE,45000.0,Verified,30.93,,,,0,999.0,2006,1,18,11,83242,46284,0,0,,0,0,1,7,12.0,11,0.0,0,3,52000,15,10,4,0,100.0,0,0,debt_consolidation,individual,30000,60,26.77,911.95,E,E5,Mar-2018,Fully Paid,fractional,Cash,0,0.6666666666666666,12,0
